PMID,Disease
36558921,cancers of the pancreas
36558903,acidosis
36558554,hepatic carcinoma
36558554,loss of deltapsim
36558344,certain diseases like brain cancer
36557987,aggressive type of brain cancer
36557969,xrd
36557969,systemic toxicity
36557606,toxic shock syndrom
36556918,luminal a tumours
36556287,skin grafting in skin cancer-related facial reconstruction
36556287,non-melanoma skin cancer
36556287,facial cancer
36556274,breast infections
36556274,breast implant infection
36556228,systemic sclerosis
36556209,b breast cancer
36556185,inappropriate tumor
36556118,breast seromas aspiration
36556118,-breast-syndrome
36556118,abdominal hematoma
36556118,breast hematoma
36555890,blooms
36555256,skin and renal toxicity
36555137,renal and liver toxicity
36555137,cytotoxicity increased
36555129,bbb opening
36555124,psychological disorders
36555096,cytotoxicity of human breast cancer
36554776,macromastia/gigantomastia
36554776,macromastia
36554354,colonic neoplasms
36554354,cytomegalovirus infection
36553480,gastric carcinoma
36553148,breast-tumor stiffness
36553148,tumor stiffness
36553148,benign tumors
36553140,automatic breast cancer
36553140,neighborhood of the tumor
36553106,breast calcification
36553095,breast cancer digital
36553061,occult invasive serous carcinoma
36553061,serous tubal intraepithelial carcinoma
36553061,serous tubal intraepithelial lesion
36553004,hyperphosphatemia
36553004,albright hereditary osteodystrophy
36553004,hypocalcemia and hormone deficiencies
36553004,genetic defects
36552994,lung and ovarian cancer
36552958,malignancy of follicular neoplasms
36552748,kidney neoplasms
36552033,stomach carcinomas
36552021,type of metastatic disease
36551983,breast arterial calcifications
36551983,hypertensive heart disease
36551983,valvular heart disease
36551983,infarction
36551748,luminal-like breast cancer
36551742,breast cancer-brain metastasis
36551733,penile cancer
36551726,i-ii breast cancer
36551702,benign versus malignant breast lesions
36551693,breast primary tumor
36551684,her2-low tumor
36551681,"neighborhood education, inferior disease"
36551680,late toxicity
36551660,15 adsflt-infected tumors
36551660,adsflt-infected tumors
36551660,infected tumors
36551631,breast and pancreatic forms of cancer
36551631,melanoma malignum and pancreatic adenocarcinoma ranks
36551631,tumorous
36551605,breast cancer (bc)/ovarian cancer
36551601,pulmonary vein
36551573,female cancers
36551569,non-small cell lung carcinoma
36551567,intraoperative breast cancer metastasis
36551567,intraoperative breast cancer
36551566,hematologic neoplasms
36551566,soft tissue tumors
36551566,blood cancer
36551247,genetic abnormalities
36550858,fibrous tumor
36550858,solitary fibrous tumors
36550858,pleural sfts
36550858,myofibroblastoma
36550858,breast sfts
36550674,pilomatrix carcinoma
36550674,pilomatrixoma
36550674,pilomatric carcinoma
36550302,breast cancer tumours
36550258,low-income breast cancer
36550258,hrs
36550153,qnbc tumors
36549990,status in breast cancer brain metastases
36549600,her2-immunopositive breast cancer
36548597,alcoholic fatty liver disease
36548597,autistic disorder
36548597,myocardial ischemia
36548533,breast cancer cad systems
36548287,hereditary breast ovarian cancer syndrome
36548287,hboc
36548194,epcam positive tumors
36547420,"spirulina platensis, ganoderma lucidum"
36547220,cutaneous metastasis
36547220,cutaneous metastases
36547220,skin tumors
36547220,leukemic infiltrates
36547220,dermal sclerosis
36547201,primary non-small cell lung adenocarcinomas
36547201,ataxia-telangiectasia
36547201,autosomal recessive disorder
36547192,her2 positive breast cancer
36547170,abemaciclib plus letrozole
36547168,psyndexplus
36547148,49 lesions
36547062,ii invasive breast cancer
36546899,epcam monoclonal antibody
36546899,breast and pancreatic cancers
36546552,fatigue in breast cancer
36545949,tumor cell stemness
36545949,syngeneic oral cancer
36545721,catastrophic disorders
36545558,intravascular coagulation
36545507,crohn's disease
36545507,"pancreatic ductal carcinoma, ovarian cancer"
36545425,insufficient calcification
36545273,coronary atherosclerosis
36544779,pd-l1+ tumor
36544628,acute brain edema
36544523,increase tumor necrosis
36544182,ovarian or breast cancer
36544128,seroma aspirations
36544126,depression symptoms
36544021,ataxia oculomotor apraxia
36544021,neurodegeneration
36543994,declines in esophageal cancer
36543879,familial myeloproliferative neoplasms
36543879,myeloproliferative neoplasms
36543879,mpns
36543807,takayasu's arteritis
36543807,myelodysplasia
36543379,tumorous proliferation
36543377,anaphylaxis
36543377,renal renca tumor
36543349,malignant pleural effusions
36543349,thoracentesis changes across cancers
36543162,proteinuria
36543162,angina pectoris
36543102,breast cancer deaths
36543055,intraoperative hypothermia
36543055,hypothermic
36543055,hypothermia
36542825,tumor er ihc
36542647,long cancers
36542647,hypothetical multi-cancer
36542647,colon/rectum
36542580,osteonecrosis
36542580,bone-metabolic disorders
36542569,syringomatous adenoma
36542569,benign infiltrative neoplasm
36542569,bilateral invasive ductal carcinoma and ductal carcinoma
36542569,syringomatous adenomas
36542569,syringomatous carcinoma
36542569,tubular carcinoma
36542511,breast or prostate cancer
36542482,loss of invasiveness
36542473,impairments
36542180,goodness
36542157,se-hplc
36542138,subcutaneous emphysema
36542138,postoperative hypoparathyroidism
36542092,situ carcinomas
36541910,deficiency decreased
36541871,breast arterial calcification
36541716,malignant carcinoma
36541716,hypoxic conditions
36541716,hypoxic tumors
36541716,multiple tumors
36541514,brca1 haploinsufficiency impairs iron metabolism
36541514,mesothelioma via ferroptosis
36541514,malignant mesothelioma
36541514,mms brca1-haploinsufficient
36541484,actual tumors
36541460,glycerophospholipid metabolism
36541457,immunomodulation of the tumor
36540647,breast cancer delay
36540647,primary invasive breast cancer
36540494,primary malignant peripheral nerve sheath tumor
36540494,primary breast sarcomas
36540494,sheath tumors
36540494,neurofibromatosis type i
36540494,sheath tumor
36540467,colorectal adenocarcinomas
36540467,esophageal adenocarcinomas
36540467,respiratory infections
36540457,spontaneous angiolipoma
36540457,angiolipomas
36540457,benign lipomatous tumors
36540457,angiolipoma
36540444,synchronous breast cancer
36540444,pleural epithelioid mesothelioma
36540444,synchronous pleural mesothelioma
36540444,dyspnoea
36540444,synchronous malignancy
36540444,synchronous tumours
36540444,pleural mesothelioma
36540440,squamous cell skin cancer
36540407,mcf-7 carcinoma
36539956,pancreatic (mpc) cancer
36539956,stable disease
36539911,acute central scotoma
36539911,blurry vision
36539895,digital breast cancer
36539895,001 versus oncotype rs plus pdxbr
36539893,ataxia telangiectasia
36539890,juxta-tumor
36539890,juxta-tumors
36539766,language websites
36539766,persian language websites
36539745,cervical squamous cancer
36539745,iiib-iva disease
36539745,iiia-iva squamous cervical cancer
36539745,stage iib disease
36539745,synchronous treatment failure
36539745,died of the disease
36539745,hematological toxicities
36539672,her2-positive metastatic breast cancer
36539672,visceral disease
36539670,endocrine
36539586,colon cancer solid tumors
36539520,para-carcinoma
36539400,pancreatic ductal adenocarcinoma and breast cancer
36539400,metastasis of melanoma
36539250,primary small cell lung carcinoma
36539250,left breast cancer(invasive ductal carcinoma)in
36539241,luminal-type breast cancer
36539240,breast and endocrine tumor
36539231,pleural metastasis of breast cancer
36539231,lymph nodes swelling
36539231,pleural nodules
36539231,solid-tubular carcinoma
36539160,appetite sensations
36539160,sed
36539001,ptx-resistant breast cancer
36538894,quasi-mesenchymal cancer
36538894,quasi-mesenchymal cscs
36538867,vascular anastomosis
36538844,radiotoxicity
36538401,edematous upper limb
36538387,endometrial serous carcinoma and colorectal carcinoma
36538387,breast and gastroesophageal carcinoma
36538247,hiv infection
36538247,i-iii hr-positive breast cancer
36538110,pn symptoms
36538110,cognitive memory
36537914,increase tumor
36537740,embryonic kidney cell
36537474,neurologic complications of breast cancer
36537474,unique neurologic complications
36537474,cns disease
36537474,neurological complications
36537324,breast adenocarcinoma tumour
36537080,"epithelial ovarian, fallopian tube"
36537080,peritoneal cancers
36536938,carcinoma embryonic
36536772,learning-based ovarian cancer
36536772,dmmn-ovary
36536735,pelvic malignancy
36536719,breast cosmesis
36536539,lung squamous carcinoma
36536425,brca-negative breast cancer
36536421,ibs
36536266,muscle mass loss in breast cancer
36536198,ticd
36535720,invasive breast neoplasia
36535720,non-invasive breast neoplasia
36535720,situ neoplasia
36535655,prostatic
36535569,cardiac glycosides
36535556,melanoma cancer
36535490,immunodeficient tumour
36535221,hypoxia-responsive covalent organic
36535221,shock proteins
36535072,her2-zero breast cancer
36534783,breast defects
36534524,biopsy-breast cancer
36534331,aggressive human fibrosarcomas
36534241,malignancy of ads
36534173,financial hardship in breast cancer
36534108,precancerous lesions
36534098,oncoplastic-augmentation-mastopexy
36534097,breast radiation desiring breast reduction
36534097,mastopexies
36534085,cardiac inflammation
36533825,ovarian adenocarcinoma
36533725,intratumor aggregation
36533707,pten hamartoma tumor syndrome
36533707,type of breast disease
36533707,decreased tumor
36533572,her2-positive breast cancer brain metastasis
36533508,disabilities
36533448,ggms
36533448,basal-type breast cancer
36532885,mesothelioma tumor
36532833,stomach adenocarcinomas
36532833,gastrointestinal tumors
36532768,hifs in breast cancer
36532555,alzheimer
36532255,her2-low advanced breast cancer
36532066,efficiency of ovarian cancer
36532066,tumor immunogenic cell death
36531991,steatohepatitis
36531861,breast microtumors
36531806,weigh loss
36531539,lymphovascular emboli
36531523,financial toxicities
36531523,nonmelanoma/other skin cancer
36531496,type ii diabetes
36531496,metabolic disorder
36531496,dysfunctional breast tme
36531327,bone-metastasized breast cancer
36531239,microsatellite-instability-high cancers
36531239,microsatellite-instability-high (msi-h) cancers
36531239,lynch syndrome cancers
36531239,msi-h cancers
36531159,immune disorders
36531148,malignant breast neoplasms
36531115,mortal cancers
36531105,fit
36531080,modena cancer
36531080,multifocal disease
36531077,flushing interval
36531077,flushing
36531077,catheter obstruction
36531077,pump-back
36531067,cystic brain metastases
36531052,malignant breast lesion
36531035,invasive metastasis
36531035,breast breast cancer
36530984,retinoblastoma
36530852,microvascular anastomosis
36530474,chasmplus algorithm
36530255,breast and liver cancer
36530255,sec-cancer
36530069,hyperprolactinemia
36530069,hypperprolactinaemia
36529819,novel disorder
36529796,car-t
36529796,scfv cars
36529791,li-fraumeni-like syndrome
36529791,primary colon
36529791,bowel malignancies
36529779,cholestasis worsen pancreatic cancer
36529768,immunodeficiency virus and acquired immune deficiency syndrome
36529697,liver and brain metastases of breast cancer
36529697,breast cancer liver and brain metastases
36529686,pyroptosis-dominant breast cancer
36529603,her2-low versus her2-zero breast cancer
36528837,upper limb dysfunction
36528837,postoperative central sensitization
36528757,secondary tumours
36528757,intraocular cancer
36528757,glioblastoma and renal cell carcinoma
36528757,endometriosis cancer
36528757,retinoblastoma cancer
36528717,original breast cancer
36528621,breast neuroendocrine tumor
36528621,breast carcinomas of the axilla
36528621,primary breast neuroendocrine tumors
36528621,axillary lymph node swelling
36528568,mdd
36528568,high anxiety
36528449,vas pain
36528228,radiation related injury
36527994,prostate carcinoma
36527788,papillary thyroid carcinoma motility
36527722,deep-inspiration breath-hold
36527722,free-breath
36527702,nausea and vomiting
36527702,breakthrough cinv
36527648,nad(h) involvement
36527643,tumour nad(h
36527643,tumour nad
36527601,new breast cancer
36527534,osteoporotic fracture
36527534,fragility fractures
36527534,respiratory tract infection
36527534,osteoporotic fractures
36527520,cipn
36527520,ra
36527372,sclerosing adenosis of the prostate-a benign lesion
36527372,benign non-neoplastic small acinar hyperplasia
36527372,malignant lesions of the prostate
36527372,dysuria
36527372,benign lesion
36527253,hg-mbc
36527253,squamous
36526859,empathy
36526859,breast cancer stigma
36526827,breast and thyroid cancer
36526807,neighborhood deprivation
36526666,siesta
36526072,malaria
36526072,chorioamnionitis
36526044,tumour-localising photosensitiser
36526044,tumour damage
36526003,trypanosoma cruzi infection
36526003,cruzi infection
36525612,stage iv disease
36525564,drug-resistant breast cancers
36525564,alps
36525542,metaplastic carcinoma
36525542,urothelial carcinomas
36525542,cholangiocarcinomas
36525542,ovarian carcinomas
36525542,lung adenocarcinomas
36525542,invasive metaplastic carcinomas
36525230,omd
36525099,anxiety-depression
36525062,palsy
36525062,thyroid diseases
36524250,schizophrenia
36524250,attention-deficit hyperactivity disorder
36524129,hallmark of cancer
36524084,multiple diseases
36523985,aggressive ovarian cancer
36523985,drug-resistant ovarian cancer
36523985,behaviors of ovarian cancer
36523982,rhabdomyosarcoma
36523982,meningeal rhabdomyosarcoma
36523982,central memory
36523797,rotation error
36523671,familial cancer syndromes
36523671,endocrine tumors
36523671,multiple endocrine neoplasia syndrome
36523671,tumors of the syndrome
36523564,tumors across multiple cancer
36523564,tiny tumors
36523564,prostate plus liver and thyroid cancers
36523319,invasive breast ductal carcinoma
36523319,allergic constitution
36523215,inherited cancer
36523215,"hereditary breast, ovarian, colorectal and prostate cancers"
36523121,bilateral breast multiple myeloma
36522712,invasive ductal breast carcinoma
36522712,myocardial dysfunction
36522712,myocardial damage
36522712,lv contractility injury
36522683,metastasis of esophageal squamous cell carcinoma
36522683,tumor cell malignancy
36522673,muscle twitching
36522673,spasms
36522480,tumour suppression
36522227,immune thrombocytopenia
36521881,cancer benchmarking partnership
36521557,malignant cancers
36521553,hereditary syndrome
36521545,rhythm disorders
36521467,galactorrhea
36521467,breast milk
36521467,pituitary microadenomas
36521467,chronic renal failure
36521467,cirrhosis
36521467,pituitary macroadenomas
36521467,hypothalamic lesions
36521418,durvalumab plus tremelimumab
36521418,colitis
36521418,dry skin
36521418,hyperthyroidism
36521291,autoimmune symptoms
36521291,synchronous tumors
36521105,blood cancers
36521078,premenopausal breast cancer
36521078,ovarian function suppression
36521033,decreased neurotoxicity
36520383,tumor breast favor breast cancer
36520383,component of breast stroma
36520228,nh-black-rural
36520101,falling
36519609,invasive-ductal-carcinoma
36519609,progressive-disease
36519604,coagulation disorders
36519554,gastrointestinal and urogenital cancer
36519554,ovarian and bladder cancers
36519482,learning disabilities
36519225,adrenal incidentalomas
36518924,spinal metastasis
36518924,hematologic malignancy
36518924,gastrointestinal tumor
36518924,hematologic malignancy metastasis
36518756,rcd
36518691,"cholangiocarcinoma, ovarian cancer"
36518661,liver injury
36518661,acute respiratory distress syndrome
36518661,acute liver injury
36517957,peutz-jeghers syndrome
36517957,extra-gastrointestinal cancers
36517728,mood disturbances
36517728,sadness/depression
36517666,carcinogenic metabolites
36517577,luminal b breast cancer metastases in the eyes
36517577,breast cancer metastases in the eyes
36516931,wt
36516847,deficiency in luminal breast cancers
36516775,eralpha-positive breast cancer
36516681,good deformability
36516504,ptosis and breast hypertrophy
36516504,iii ptosis
36516498,vascular tumor
36515971,neoplastic cancer
36515971,head cancers
36515915,peritoneal carcinosis
36515915,lobular carcinomas
36515915,abdominal malignancies
36515701,radiation pneumonitis in breast cancer
36515701,radiation pneumonitis
36515701,lung toxicity
36515701,pneumonitis in breast cancer
36514668,disseminated peritoneal leiomyomatosis
36514641,oligometastatic spinal disease
36514641,spinal tumours
36514641,spinal disease
36514465,mental disorder
36514288,anaplastic epithelioid cell neoplasms
36514176,myxoid liposarcoma
36514176,pleomorphic liposarcoma
36514176,myxoid pleomorphic liposarcoma
36514176,liposarcomas
36514134,cancers beyond lymphohematopoietic cancer
36514122,cognition impairments
36514083,lewis lung carcinoma (llc-1) cancer
36513982,multidisciplinary sarcoma board
36513982,fatty tumors
36513955,alnd
36513917,hypercholesterolemia
36513914,chronic neck pain
36513914,neck pain
36513135,tnbc tumour
36513135,aggressive tnbc tumour
36513033,metastatic carcinoma
36513033,epithelial carcinoma
36513014,adms
36512648,endocrine malignancy
36512487,endometrial and cervical cancer
36512174,obstructive sleep apnoea
36512174,obstructive sleep apnea
36512174,apnealink air apnoea-hypopnea
36512157,postoperative complications of breast cancer
36512057,qfracture
36512057,hormone-responsive cancers
36512057,bone loss and fractures
36511578,colon cancers
36511380,non-thyroid cancer
36511380,non-melanoma skin
36511380,non-thyroid cancers
36511015,syndromic
36511015,thyroid carcinomas
36511011,thyroid follicular carcinoma
36511011,carcinoma of the thyroid
36511011,metastasis of thyroid follicular cancer
36510986,bilateral breast carcinoma
36510986,synchronous malignancies
36510985,deep inspiration breath-hold
36510985,bl
36510982,invasive ductal carcinoma of breast
36510887,lymphoid leukaemia
36510872,retroperitoneal metastasis of breast cancer
36510679,hdbc
36510679,hbd
36510636,gingival carcinoma hgf-1
36510636,gingival tumors
36510636,pinus densiflora leaf
36510636,gingival cancer
36510632,hysteromyoma and endometrial cancer
36510632,endometrial dysplasia
36510632,endometrial precancerous lesions
36510567,a cancer
36510562,osteogenic differentiation
36510562,"osteosarcoma, breast cancer"
36510497,thyroid papillary carcinoma
36510480,psychosocial distress
36510353,benign breast tumours and breast cancer
36510247,fetal trisomy anomaly
36510219,breast cancer launching
36510219,tumour invasion
