PMID,Publication_Title
36562689,The Cost of Simplicity for Early-stage Breast Cancer Treatment.
36562628,Transcriptomic pan-cancer analysis using rank-based Bayesian inference.
36562609,Predicting progression free survival after systemic therapy in advanced head and neck cancer: Bayesian regression and model development.
36562524,Diffuse gastric adenocarcinoma in a pregnancy and genetic counseling.
36562520,Transfer learning supported accurate assessment of multiclass cervix type images.
36562476,"CircDUSP1 regulates tumor growth, metastasis, and paclitaxel sensitivity in triple-negative breast cancer by targeting miR-761/DACT2 signaling axis."
36562461,Functional analysis of germline RAD51C missense variants highlight the role of RAD51C in replication fork protection.
36562384,Combined inhibition of ACLY and CDK4/6 reduces cancer cell growth and invasion.
36562381,Identification of antibody against wingless‑type MMTV integration site family member 7B as a biliary cancer tumor marker.
36562355,DCXR promotes cell proliferation by promoting the activity of aerobic glycolysis in breast cancer.
36562167,"Synthesis and In Vitro Cytotoxicity of Novel Halogenated Dihydropyrano[3,2-b]Chromene Derivatives."
36562164,Synthesis and Biological Evaluation of Some Hydrazide-Hydrazone Derivatives as Anticancer Agents.
36562084,Existential distress and meaning making among female breast cancer patients with cancer-related fertility concerns.
36561988,Highly expressed SERCA2 triggers tumor cell autophagy and is a druggable vulnerability in triple-negative breast cancer.
36561971,TRIM21‑a potential biomarker for the prognosis of thyroid cancer.
36561926,MyCTC chip: microfluidic-based drug screen with patient-derived tumour cells from liquid biopsies.
36561900,Using digital chatbots to close gaps in healthcare access during the COVID-19 pandemic.
36561756,Editorial: Stromal and immune microenvironment in breast cancer metastasis.
36561734,Retracted: Analysis of Adjuvant Chemotherapy on Pathological Remission of Breast Cancer.
36561721,Acute thrombocytopenia induced by trastuzumab due to complement reaction: A case report.
36561588,Immediate Deep Inferior Epigastric Perforator Flap Reconstruction of a Giant Phyllodes Tumor.
36561560,Why are they not coming back? A single-center follow-up study on oncological women oocyte's storing for fertility preservation.
36561533,Predicting of axillary lymph node metastasis in invasive breast cancer using multiparametric MRI dataset based on CNN model.
36561522,The prevention and treatment of breast cancer- related lymphedema: A review.
36561500,A review of the current state of the computer-aided diagnosis (CAD) systems for breast cancer diagnosis.
36561339,Screening of GPCR drugs for repurposing in breast cancer.
36561320,Analysis of single-nucleotide polymorphisms in genes associated with triple-negative breast cancer.
36561309,"Effects of the Different Doses of Esketamine on Postoperative Quality of Recovery in Patients Undergoing Modified Radical Mastectomy: A Randomized, Double-Blind, Controlled Trial."
36561074,Red light active Pt(iv)-BODIPY prodrug as a mitochondria and endoplasmic reticulum targeted chemo-PDT agent.
36560842,Evolution and refinement of magnetically guided sentinel lymph node detection in breast cancer: meta-analysis.
36560796,"Special Issue ""Human Betaretrovirus and Related Diseases""."
36560335,Medical Image Classification Based on Semi-Supervised Generative Adversarial Network and Pseudo-Labelling.
36560207,Breast Tumor Tissue Image Classification Using DIU-Net.
36559930,Fabrication of Curcumin Diethyl gamma-Aminobutyrate-Loaded Chitosan-Coated Magnetic Nanocarriers for Improvement of Cytotoxicity against Breast Cancer Cells.
36559700,Isolation and Characterization of Flavonoid Naringenin and Evaluation of Cytotoxic and Biological Efficacy of Water Lilly (Nymphaea mexicana Zucc.).
36559330,Cytotoxicity towards Breast Cancer Cells of Pluronic F-127/Hyaluronic Acid Hydrogel Containing Nitric Oxide Donor and Silica Nanoparticles Loaded with Cisplatin.
36559322,"Design, Synthesis and In Vitro Investigation of Cabozantinib-Based PROTACs to Target c-Met Kinase."
36559276,Injectable Nano Drug Delivery Systems for the Treatment of Breast Cancer.
36559273,Potent Platinum(IV) Prodrugs That Incorporate a Biotin Moiety to Selectively Target Cancer Cells.
36559264,Co-Delivery System of Curcumin and Colchicine Using Functionalized Mesoporous Silica Nanoparticles Promotes Anticancer and Apoptosis Effects.
36559228,CD44-Receptor Targeted Gold-Doxorubicin Nanocomposite for Pulsatile Chemo-Photothermal Therapy of Triple-Negative Breast Cancer Cells.
36559209,Potential of [(11)C](R)-PK11195 PET Imaging for Evaluating Tumor Inflammation: A Murine Mammary Tumor Model.
36559200,Insights into Lipid-Based Delivery Nanosystems of Protein-Tyrosine Kinase Inhibitors for Cancer Therapy.
36559180,Combined Photothermal Therapy and Lycium barbarum Polysaccharide for Topical Administration to Improve the Efficacy of Doxorubicin in the Treatment of Breast Cancer.
36559174,Potent and Selective Inhibition of CYP1A2 Enzyme by Obtusifolin and Its Chemopreventive Effects.
36559161,Dual-Enhanced Pluronic Nanoformulated Methotrexate-Based Treatment Approach for Breast Cancer: Development and Evaluation of In Vitro and In Vivo Efficiency.
36559135,Recent Advances in Nanomaterials of Group XIV Elements of Periodic Table in Breast Cancer Treatment.
36559104,Folate-Functionalization Enhances Cytotoxicity of Multivalent DNA Nanocages on Triple-Negative Breast Cancer Cells.
36559094,"Discovery of 1-Benzhydryl-Piperazine-Based HDAC Inhibitors with Anti-Breast Cancer Activity: Synthesis, Molecular Modeling, In Vitro and In Vivo Biological Evaluation."
36559029,Aromatase-Inhibitor-Induced Musculoskeletal Inflammation Is Observed Independent of Oophorectomy in a Novel Mouse Model.
36559026,Marine Sponge Aaptos suberitoides Extract Improves Antiproliferation and Apoptosis of Breast Cancer Cells without Cytotoxicity to Normal Cells In Vitro.
36558968,"Cytotoxic Labdane Diterpenes, Norlabdane Diterpenes and Bis-Labdanic Diterpenes from the Zingiberaceae: A Systematic Review."
36558961,"3-(1,2,3-Triazol-4-yl)-beta-Carbolines and 3-(1H-Tetrazol-5-yl)-beta-Carbolines: Synthesis and Evaluation as Anticancer Agents."
36558955,Xanthium spinosum L. Extracts Inhibit Breast Cancer in Mice by Apoptosis Induction and Immune System Modulation.
36558953,"Immunomodulatory, Anticancer, and Antimicrobial Effects of Rice Bran Grown in Iraq: An In Vitro and In Vivo Study."
36558930,Synthesis and Anti-Tumor Effects of Novel Pomalidomide Derivatives Containing Urea Moieties.
36558921,Cyclooxygenase-2 (COX-2) as a Target of Anticancer Agents: A Review of Novel Synthesized Scaffolds Having Anticancer and COX-2 Inhibitory Potentialities.
36558904,Formulation of Lipid-Based Nanoparticles for Simultaneous Delivery of Lapatinib and Anti-Survivin siRNA for HER2+ Breast Cancer Treatment.
36558903,"Indoline-5-Sulfonamides: A Role of the Core in Inhibition of Cancer-Related Carbonic Anhydrases, Antiproliferative Activity and Circumventing of Multidrug Resistance."
36558844,HPV-Associated Breast Cancer: Myth or Fact?
36558756,The Bio-Diversity and the Role of Gut Microbiota in Postmenopausal Women with Luminal Breast Cancer Treated with Aromatase Inhibitors: An Observational Cohort Study.
36558554,Naringenin and Quercetin Exert Contradictory Cytoprotective and Cytotoxic Effects on Tamoxifen-Induced Apoptosis in HepG2 Cells.
36558514,Medium-Chain Fatty Acids and Breast Cancer Risk by Receptor and Pathological Subtypes.
36558470,"Dietary Patterns, Dietary Interventions, and Mammographic Breast Density: A Systematic Literature Review."
36558416,"Obesity, Fat Distribution and Risk of Cancer in Women and Men: A Mendelian Randomisation Study."
36558344,Nanoparticles in Drug Delivery: From History to Therapeutic Applications.
36558330,LnNP@ZIF8 Smart System for In Situ NIR-II Ratiometric Imaging-Based Tumor Drug Resistance Evaluation.
36558202,"Correction: Godugu et al. Nanoformulated Ajwa (Phoenix Dactylifera) Bioactive Compounds Improve the Safety of Doxorubicin without Compromising Its Anticancer Efficacy in Breast Cancer. Molecules 2020, 25, 2597."
36558195,Coumarin-Induced Hepatotoxicity: A Narrative Review.
36558162,"Chickpea and Lupin Sprouts, Stimulated by Different LED Lights, As Novel Examples of Isoflavones-Rich Functional Food, and Their Impact on Breast and Prostate Cells."
36558144,LC-MS/MS-Based Metabolomic Profiling of Constituents from Glochidion velutinum and Its Activity against Cancer Cell Lines.
36558022,Modified Curcumins as Potential Drug Candidates for Breast Cancer: An Overview.
36557987,Effect of Copper Chelators via the TGF-beta Signaling Pathway on Glioblastoma Cell Invasion.
36557969,Docetaxel Loaded in Copaiba Oil-Nanostructured Lipid Carriers as a Promising DDS for Breast Cancer Treatment.
36557944,"Cytotoxic Potential of Bioactive Compounds from Aspergillus flavus, an Endophytic Fungus Isolated from Cynodon dactylon, against Breast Cancer: Experimental and Computational Approach."
36557918,"Arbutin: Occurrence in Plants, and Its Potential as an Anticancer Agent."
36557837,Facile Green Synthesis of Ni(OH)(2)@Mn(3)O(4) Cactus-Type Nanocomposite: Characterization and Cytotoxicity Properties.
36557606,Bidirectional Functional Effects of Staphylococcus on Carcinogenesis.
36557496,Application of Deep Learning in Histopathology Images of Breast Cancer: A Review.
36557348,Holographic Microwave Image Classification Using a Convolutional Neural Network.
36557040,Papillary Squamotransitional Cell Carcinoma of the Uterine Cervix with Atypical Presentation: A Case Report with a Literature Review.
36557020,BRCA1/2 Reversion Mutations in Patients Treated with Poly ADP-Ribose Polymerase (PARP) Inhibitors or Platinum Agents.
36556918,Multiparametric MRI Features of Breast Cancer Molecular Subtypes.
36556455,Implementation of a Commercial Deep Learning-Based Auto Segmentation Software in Radiotherapy: Evaluation of Effectiveness and Impact on Workflow.
36556445,Ultrasound-Guided Interpectoral and Pectoserratus Plane Blocks in Breast Surgery: An Alternative Option to General Anaesthesia in an Elderly Woman with a Complex Medical History.
36556428,High Post-Treatment Leptin Concentration as a Prognostic Biomarker of the High Risk of Luminal Breast Cancer Relapse: A Six-Year Comprehensive Study.
36556409,Photosensitivity of Different Nanodiamond-PMO Nanoparticles in Two-Photon-Excited Photodynamic Therapy.
36556357,The Insulin-like Growth Factor Signaling Pathway in Breast Cancer: An Elusive Therapeutic Target.
36556356,"Artificial Intelligence in Cancer Research: Trends, Challenges and Future Directions."
36556355,Adverse Events of PD-1 or PD-L1 Inhibitors in Triple-Negative Breast Cancer: A Systematic Review and Meta-Analysis.
36556307,PRLR and CACNA2D1 Impact the Prognosis of Breast Cancer by Regulating Tumor Immunity.
36556287,Risk Stratification of Local Flaps and Skin Grafting in Skin Cancer-Related Facial Reconstruction: A Retrospective Single-Center Study of 607 Patients.
36556274,Is Instillational Topical Negative Pressure Wound Therapy in Peri-Prosthetic Infections of the Breast Effective? A Pilot Study.
36556228,Molecular Pathways of Breast Cancer in Systemic Sclerosis: Exploratory Immunohistochemical Analysis from the Sclero-Breast Study.
36556209,Correlation between Androgen Receptor Expression in Luminal B (HER-2 Negative) Breast Cancer and Disease Outcomes.
36556185,Enhanced Permeability and Retention Effect as a Ubiquitous and Epoch-Making Phenomenon for the Selective Drug Targeting of Solid Tumors.
36556118,"Risk-Reducing Salpingo-Oophorectomy (RRSO) Combined with Simultaneous Mastectomy in Women with BRCA 1-2 Mutation Carriers: The Surgical Technique, the Feasibility and Patients' Satisfaction of Multiple Surgeries."
36556052,Clinical Significance of Ultrasound Elastography and Fibrotic Focus and Their Association in Breast Cancer.
36556005,Anterior-First Approach for Latissimus Dorsi Myocutaneous Flap Breast Reconstruction: A Refined Elevation Method with Detailed Video Instructions.
36555890,Analysis of the Impact of the Presence of Phylum Cyanobacteria in the Microbiome of Patients with Breast Cancer on Their Prognosis.
36555856,DNA Methylation Alterations in Fractionally Irradiated Rats and Breast Cancer Patients Receiving Radiotherapy.
36555812,PARP Inhibitor Inhibits the Vasculogenic Mimicry through a NF-kappaB-PTX3 Axis Signaling in Breast Cancer Cells.
36555740,"Anticancer Effects of Fucoxanthin through Cell Cycle Arrest, Apoptosis Induction, Angiogenesis Inhibition, and Autophagy Modulation."
36555738,Prolonged Exposure to Simulated Microgravity Changes Release of Small Extracellular Vesicle in Breast Cancer Cells.
36555718,Deep Learning-Based Artificial Intelligence to Investigate Targeted Nanoparticles' Uptake in TNBC Cells.
36555675,Primary Breast Angiosarcoma: Comparative Transcriptome Analysis.
36555616,MicroRNAs: A Link between Mammary Gland Development and Breast Cancer.
36555509,PKR-Mediated Phosphorylation of eIF2a and CHK1 Is Associated with Doxorubicin-Mediated Apoptosis in HCC1143 Triple-Negative Breast Cancer Cells.
36555431,Clinical Impact of Next-Generation Sequencing Multi-Gene Panel Highlighting the Landscape of Germline Alterations in Ovarian Cancer Patients.
36555400,Crosstalk between Methylation and ncRNAs in Breast Cancer: Therapeutic and Diagnostic Implications.
36555393,"Enhanced Therapeutic Effect of Optimized Melittin-dKLA, a Peptide Agent Targeting M2-like Tumor-Associated Macrophages in Triple-Negative Breast Cancer."
36555323,Obesity as a Risk Factor for Breast Cancer-The Role of miRNA.
36555298,Dual-Activated Nano-Prodrug for Chemo-Photodynamic Combination Therapy of Breast Cancer.
36555293,NFkappaB-Mediated Mechanisms Drive PEDF Expression and Function in Pre- and Post-Menopausal Oestrogen Levels in Breast Cancer.
36555288,The Pan-Cancer Multi-Omics Landscape of FOXO Family Relevant to Clinical Outcome and Drug Resistance.
36555256,Natural Taxanes: From Plant Composition to Human Pharmacology and Toxicity.
36555190,"ONC201-Induced Mitochondrial Dysfunction, Senescence-like Phenotype, and Sensitization of Cultured BT474 Human Breast Cancer Cells to TRAIL."
36555156,Translational Results of Zo-NAnTax: A Phase II Trial of Neoadjuvant Zoledronic Acid in HER2-Positive Breast Cancer.
36555137,Mebendazole Increases Anticancer Activity of Radiotherapy in Radiotherapy-Resistant Triple-Negative Breast Cancer Cells by Enhancing Natural Killer Cell-Mediated Cytotoxicity.
36555129,Regulation of P-glycoprotein and Breast Cancer Resistance Protein Expression Induced by Focused Ultrasound-Mediated Blood-Brain Barrier Disruption: A Pilot Study.
36555124,"Antioxidant, Anti-Inflammatory, Anti-Menopausal, and Anti-Cancer Effects of Lignans and Their Metabolites."
36555096,"Apoptosis, Proliferation, and Autophagy Are Involved in Local Anesthetic-Induced Cytotoxicity of Human Breast Cancer Cells."
36554894,Systematic Review of Smoking Cessation Inventions for Smokers Diagnosed with Cancer.
36554776,Breast Fluctuating Asymmetry in Women with Macromastia/Gigantomastia.
36554712,Diagnostic Accuracy of Machine-Learning Models on Predicting Chemo-Brain in Breast Cancer Survivors Previously Treated with Chemotherapy: A Meta-Analysis.
36554354,Comprehensive Analysis of the Association between Human Diseases and Water Pollutants.
36554301,Comorbidity and Cancer Disease Rates among Those at High-Risk for Alzheimer's Disease: A Population Database Analysis.
36554267,The Direct and Indirect Costs of Breast Cancer in Poland: Estimates for 2017-2019.
36554081,Patients' Experience of Medication Brand Changes during Hormone Therapy for Breast Cancer-An Interpretative Phenomenological Analysis.
36554065,Current Considerations in Surgical Treatment for Adolescents and Young Women with Breast Cancer.
36554050,Association between Breast Cancer Knowledge and Mammogram Utilization among Immigrant Muslim Arab Women in California: Cross-Sectional Design.
36554005,Trustworthy Breast Ultrasound Image Semantic Segmentation Based on Fuzzy Uncertainty Reduction.
36553955,Comparison of Jaw Mode and Field Width for Left-Breast Cancer Using TomoDirect Three-Dimensional Conformal Radiation Therapy: A Phantom Study.
36553919,"Breast Cancer Dataset, Classification and Detection Using Deep Learning."
36553906,Using Deep Neural Network Approach for Multiple-Class Assessment of Digital Mammography.
36553891,Breast Cancer Classification by Using Multi-Headed Convolutional Neural Network Modeling.
36553681,Analysis of Breast Cancer Differences between China and Western Countries Based on Radiogenomics.
36553667,Revealing the Potential Markers of N(4)-Acetylcytidine through acRIP-seq in Triple-Negative Breast Cancer.
36553620,Genetic Polymorphisms of Cytochromes P450 in Finno-Permic Populations of Russia.
36553592,Strong Hereditary Predispositions to Colorectal Cancer.
36553480,The Identification of Large Rearrangements Involving Intron 2 of the CDH1 Gene in BRCA1/2 Negative and Breast Cancer Susceptibility.
36553148,Quantitative Assessment of Breast-Tumor Stiffness Using Shear-Wave Elastography Histograms.
36553140,Contextual Features and Information Bottleneck-Based Multi-Input Network for Breast Cancer Classification from Contrast-Enhanced Spectral Mammography.
36553120,Proposal to Improve the Image Quality of Short-Acquisition Time-Dedicated Breast Positron Emission Tomography Using the Pix2pix Generative Adversarial Network.
36553119,Artificial Intelligence (AI) in Breast Imaging: A Scientometric Umbrella Review.
36553106,Breast Cancer Detection Using Automated Segmentation and Genetic Algorithms.
36553102,Allred Scoring of ER-IHC Stained Whole-Slide Images for Hormone Receptor Status in Breast Carcinoma.
36553095,Breast Cancer Detection in Mammogram Images Using K-Means++ Clustering Based on Cuckoo Search Optimization.
36553061,Pathologic Findings at Risk Reducing Surgery in BRCA and Non-BRCA Mutation Carriers: A Single-Center Experience.
36553049,The Clinical Utility of Droplet Digital PCR for Profiling Circulating Tumor DNA in Breast Cancer Patients.
36553027,Correlation of Shear-Wave Elastography and Apparent Diffusion Coefficient Values in Breast Cancer and Their Relationship with the Prognostic Factors.
36553004,Complete Pseudo-Anodontia in an Adult Woman with Pseudo-Hypoparathyroidism Type 1a: A New Additional Nonclassical Feature?
36552994,The Potential Role of MUC16 (CA125) Biomarker in Lung Cancer: A Magic Biomarker but with Adversity.
36552988,Immunoinformatics Approach for Epitope-Based Vaccine Design: Key Steps for Breast Cancer Vaccine.
36552958,Intraoperative Assessment of High-Risk Thyroid Nodules Based on Electrical Impedance Measurements: A Feasibility Study.
36552874,The Association between Maternal Oral Inflammation and Neutrophil Phenotypes and Poly-Unsaturated Fatty Acids Composition in Human Milk: A Prospective Cohort Study.
36552857,A Novel Mechanism Underlying the Inhibitory Effects of Trastuzumab on the Growth of HER2-Positive Breast Cancer Cells.
36552844,Ursolic Acid Impairs Cellular Lipid Homeostasis and Lysosomal Membrane Integrity in Breast Carcinoma Cells.
36552834,"eIF4A/PDCD4 Pathway, a Factor for Doxorubicin Chemoresistance in a Triple-Negative Breast Cancer Cell Model."
36552828,MST4: A Potential Oncogene and Therapeutic Target in Breast Cancer.
36552797,Transcriptome Analysis Reveals Vimentin-Induced Disruption of Cell-Cell Associations Augments Breast Cancer Cell Migration.
36552748,SGAEMDA: Predicting miRNA-Disease Associations Based on Stacked Graph Autoencoder.
36552602,Gradient Boosting Machine Identified Predictive Variables for Breast Cancer Patients Pre- and Post-Radiotherapy: Preliminary Results of an 8-Year Follow-Up Study.
36552555,Trans-(+/-)-Kusunokinin Binding to AKR1B1 Inhibits Oxidative Stress and Proteins Involved in Migration in Aggressive Breast Cancer.
36552033,"Epidemiological, Clinical, and Genomic Profile in Head and Neck Cancer Patients and Their Families."
36552021,"Glycosylation Alterations in Cancer Cells, Prognostic Value of Glycan Biomarkers and Their Potential as Novel Therapeutic Targets in Breast Cancer."
36551983,Relationship between Arterial Calcifications on Mammograms and Cardiovascular Events: A Twenty-Three Year Follow-Up Retrospective Cohort Study.
36551840,Combined In Vitro Toxicity and Immunogenicity of Cold Plasma and Pulsed Electric Fields.
36551828,HUNK Gene Alterations in Breast Cancer.
36551800,How to Manage a Patient with Ocular Metastases?
36551764,Molecular-Targeted Therapy for Tumor-Agnostic Mutations in Acute Myeloid Leukemia.
36551752,Lipid Metabolism Heterogeneity and Crosstalk with Mitochondria Functions Drive Breast Cancer Progression and Drug Resistance.
36551748,Comparing Genetic Risk and Clinical Risk Classification in Luminal-like Breast Cancer Patients Using a 23-Gene Classifier.
36551746,Integration of Clinical and CT-Based Radiomic Features for Pretreatment Prediction of Pathologic Complete Response to Neoadjuvant Systemic Therapy in Breast Cancer.
36551742,Natural Blockers of PD-1/PD-L1 Interaction for the Immunotherapy of Triple-Negative Breast Cancer-Brain Metastasis.
36551741,Population-Based Temporal Trends and Ethnic Disparity in Cervical Cancer Mortality in South Africa (1999-2018): A Join Point and Age-Period-Cohort Regression Analyses.
36551733,High-Dose-Rate Brachytherapy as an Organ-Sparing Treatment for Early Penile Cancer.
36551726,Lung-Heart Outcomes and Mortality through the 2020 COVID-19 Pandemic in a Prospective Cohort of Breast Cancer Radiotherapy Patients.
36551722,Loco-Regional Treatment of the Primary Tumor in De Novo Metastatic Breast Cancer Patients Undergoing Front-Line Chemotherapy.
36551720,Using Whole Slide Gray Value Map to Predict HER2 Expression and FISH Status in Breast Cancer.
36551702,Implementation of Non-Invasive Quantitative Ultrasound in Clinical Cancer Imaging.
36551700,Retrospective Cohort Study of Practical Applications of Paramagnetic Seed Localisation in Breast Carcinoma and Other Malignancies.
36551699,Metabolomic and Mitochondrial Fingerprinting of the Epithelial-to-Mesenchymal Transition (EMT) in Non-Tumorigenic and Tumorigenic Human Breast Cells.
36551693,Association between Intratumoral CD8+ T Cells with FoxP3+ and CD163+ Cells: A Potential Immune Intrinsic Negative Feedback Mechanism for Acquired Immune Resistance.
36551684,HER2-Low Status Is Not Accurate in Breast Cancer Core Needle Biopsy Samples: An Analysis of 5610 Consecutive Patients.
36551681,"Real-World Use of Granulocyte-Colony Stimulating Factor in Patients with Breast Cancer from Alberta, Canada."
36551680,Efficacy and Tolerance of IMRT Boost Compared to IORT Boost in Early Breast Cancer: A German Monocenter Study.
36551663,HER3 Alterations in Cancer and Potential Clinical Implications.
36551660,Regression of Human Breast Carcinoma in Nude Mice after Adsflt Gene Therapy Is Mediated by Tumor Vascular Endothelial Cell Apoptosis.
36551648,Phytoestrogens and Breast Cancer: Should French Recommendations Evolve?
36551644,Improved Bald Eagle Search Optimization with Synergic Deep Learning-Based Classification on Breast Cancer Imaging.
36551643,Pathogenic Variant Spectrum in Breast Cancer Risk Genes in Finnish Patients.
36551639,PDX Models: A Versatile Tool for Studying the Role of Myeloid-Derived Suppressor Cells in Breast Cancer.
36551631,"Thermodynamic Sensitivity of Blood Plasma Components in Patients Afflicted with Skin, Breast and Pancreatic Forms of Cancer."
36551607,Genetically Modified Circulating Levels of Advanced Glycation End-Products and Their Soluble Receptor (AGEs-RAGE Axis) with Risk and Mortality of Breast Cancer.
36551605,Cost-Effectiveness of Risk-Reducing Surgery for Breast and Ovarian Cancer Prevention: A Systematic Review.
36551601,Circulating Tumor Cells as a Predictive Biomarker in Resectable Lung Cancer: A Systematic Review and Meta-Analysis.
36551598,Real World Cost-Effectiveness Analysis of Population Screening for BRCA Variants among Ashkenazi Jews Compared with Family History-Based Strategies.
36551586,Endocrine Therapy-Based Strategies for Metastatic Breast Cancer with Different Endocrine Sensitivity Statuses: A Systematic Review and Network Meta-Analysis.
36551573,Association between Proton Pump Inhibitor Use and the Risk of Female Cancers: A Nested Case-Control Study of 23 Million Individuals.
36551569,Dual NGS Comparative Analysis of Liquid Biopsy (LB) and Formalin-Fixed Paraffin-Embedded (FFPE) Samples of Non-Small Cell Lung Carcinoma (NSCLC).
36551567,Feasibility of Breast Cancer Metastasis Assessment of Ex Vivo Sentinel Lymph Nodes through a p-H&E Optical Coherence Microscopic Imaging System.
36551566,Cellular and Molecular Effects of Eribulin in Preclinical Models of Hematologic Neoplasms.
36551562,"Long-Term Projections of Cancer Incidence and Mortality in Japan and Decomposition Analysis of Changes in Cancer Burden, 2020-2054: An Empirical Validation Approach."
36551544,Bone Marrow Mesenchymal Stem Cell-Derived Exosomes Inhibit Triple-Negative Breast Cancer Cell Stemness and Metastasis via an ALKBH5-Dependent Mechanism.
36551533,"An Evaluation of the Anticancer Properties of SYA014, a Homopiperazine-Oxime Analog of Haloperidol in Triple Negative Breast Cancer Cells."
36551522,Tumor-Infiltrating Lymphocytes and Immune Response in HER2-Positive Breast Cancer.
36551516,SETD7 Expression Is Associated with Breast Cancer Survival Outcomes for Specific Molecular Subtypes: A Systematic Analysis of Publicly Available Datasets.
36551513,Leading New Frontiers in Vulva Cancer to Build Personalized Therapy.
36551262,Comprehensive Analysis of Transcriptomics and Genetic Alterations Identifies Potential Mechanisms Underlying Anthracycline Therapy Resistance in Breast Cancer.
36551247,Comprehensive Genomic Profiling of Cell-Free Circulating Tumor DNA Detects Response to Ribociclib Plus Letrozole in a Patient with Metastatic Breast Cancer.
36551185,"Macrophage-Conditioned Media Promotes Adipocyte Cancer Association, Which in Turn Stimulates Breast Cancer Proliferation and Migration."
36551184,EIF4G1 Is a Potential Prognostic Biomarker of Breast Cancer.
36551059,Motion Compensation for 3D Multispectral Handheld Photoacoustic Imaging.
36550921,Direct comparison of an automated oscillometric device with an electronic auscultatory device for epidemiologic survey to evaluate the prevalence of hypertension.
36550894,Improving the quality of life in a breast cancer patient and caregiver: Protocol for the application of the integrative medical service model.
36550858,Solitary fibrous tumor of male breast: A case report and literature review.
36550846,Evaluation of voice function after BABA robotic thyroid lobectomy: A comparative analysis with endoscopic thyroid lobectomy.
36550822,Cuproptosis-associated genes and immune microenvironment characterization in breast cancer.
36550794,Magnetic resonance imaging evaluation of single axillary lymph node metastasis in breast cancer: Emphasis on the location of lymph nodes.
36550781,Single-cell protein profiling defines cell populations associated with triple-negative breast cancer aggressiveness.
36550674,Pilomatrix Carcinoma In A 4-Year-Old Child With An Unusual Presentation.
36550548,Identification of biological pathways and processes regulated by NEK5 in breast epithelial cells via an integrated proteomic approach.
36550442,"Correction: Comparing efficacy and safety of P013, a proposed pertuzumab biosimilar, with the reference product in HER2-positive breast cancer patients: a randomized, phase III, equivalency clinical trial."
36550413,"Real-world patient-reported outcomes and physician satisfaction with poly (ADP-ribose) polymerase inhibitors versus chemotherapy in patients with germline BRCA1/2-mutated human epidermal growth factor receptor 2-negative advanced breast cancer from the United States, Europe, and Israel."
36550340,Cancer Education in a Changed World.
36550302,Nanoparticles with ultrasound-induced afterglow luminescence for tumour-specific theranostics.
36550279,"Synthesis, molecular docking, and in-vitro studies of pyrimidine-2-thione derivatives as antineoplastic agents via potential RAS/PI3K/Akt/JNK inhibition in breast carcinoma cells."
36550258,Physical activity in association with mortality among Black women diagnosed with breast cancer in the Southern Community Cohort Study.
36550257,NIR laser-conjugated glutathione-coated Mn-doped CuS nanoprisms as photothermal agent for cancer treatment.
36550211,An Autophagy-Associated Prognostic Gene Signature for Breast Cancer.
36550153,MicroRNAs within the Basal-like signature of Quadruple Negative Breast Cancer impact overall survival in African Americans.
36549991,Microwave Breast Lesion Classification - Results from Clinical Investigation of the SAFE Microwave Breast Cancer System.
36549990,Association of Relative Cerebral Blood Volume from Dynamic Susceptibility Contrast-Enhanced Perfusion MR with HER2 Status in Breast Cancer Brain Metastases.
36549970,Diagnostic Performance of PET/MRI in Breast Cancer: A Systematic Review and Bayesian Bivariate Meta-analysis.
36549858,Cracking open the eristic rhetoric of contralateral prophylactic mastectomy research or why surgeons should not be so certain about this controversial breast cancer treatment.
36549771,An Evaluation of the Efficacy of Compression Therapy Using Sleeves and Stockings to Prevent Docetaxel-induced Peripheral Neuropathy in Breast Cancer Patients.
36549768,Association of Genetic Polymorphism with Taxane-induced Peripheral Neuropathy: Sub-analysis of a Randomized Phase II Study to Determine the Optimal Dose of 3-week Cycle Nab-Paclitaxel in Metastatic Breast Cancer Patients.
36549732,Development of a novel COMPAssion focused online psyChoTherapy for bereaved informal caregivers: the COMPACT feasibility trial protocol.
36549724,Recording of patients' mental health and quality of life-related outcomes in primary care: a cross-sectional study in the UK.
36549600,Subcellular localization of hTERT in breast cancer: Insights into its tumorigenesis and drug resistance mechanisms in HER2-immunopositive breast cancer.
36549556,Targeted poly(L-glutamic acid)-based hybrid peptosomes co-loaded with doxorubicin and USPIONs as a theranostic platform for metastatic breast cancer.
36549403,Doxorubicin-isoniazid conjugate regulates immune response and tumor microenvironment to enhance cancer therapy.
36549232,Neoadjuvant Trastuzumab and Pertuzumab in Combination with Standard Chemotherapy for HER2-Positive Early Breast Cancer: Real-World Practice in Cuba.
36549170,Adjuvant chemotherapy for resected triple negative breast cancer patients: A network meta-analysis.
36549169,Survival and prognostic factors in oligometastatic breast cancer.
36549168,"Rhenium(I)-tricarbonyl complexes with methimazole and its selenium analogue: Syntheses, characterization and cell toxicity."
36548944,Comment on: Prognostic role of preoperative circulating systemic inflammatory response markers in primary breast cancer: meta-analysis.
36548810,Empowering quality data - the gordian knot of bringing real innovation into healthcare system.
36548715,The Pharmacological Potential of Novel Melittin Variants from the Honeybee and Solitary Bees against Inflammation and Cancer.
36548597,Towards Whole Health Toxicology: In-Silico Prediction of Diseases Sensitive to Multi-Chemical Exposures.
36548533,A Review of Computer-Aided Breast Cancer Diagnosis Using Sequential Mammograms.
